"['packet loss %', 'rttMin', 'rttavg', 'rttMax', 'rttmdev']"
0.0,16.051,16.344,17.281,0.338
0.0,16.051,16.344,17.281,0.338
0.0,16.051,16.344,17.281,0.338
0.0,16.051,16.344,17.281,0.338
0.0,16.051,16.344,17.281,0.338
